material_id,structure,e_electronic,e_ionic,e_total
mp-990424,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[-2.4562275700000002, 3.33e-06, -0.00058202], [1.22811047, 2.12715708, 0.00058202], [-0.0057677, -0.00332857, -24.13395925]], 'pbc': (True, True, True), 'a': 2.4562276389590756, 'b': 2.4562273730795012, 'c': 24.13396016874152, 'alpha': 90.02726665254984, 'beta': 89.97273044236232, 'gamma': 119.99983846928345, 'volume': 126.09476181343719}, 'properties': {}, 'sites': [{'species': [{'element': 'C', 'occu': 1}], 'abc': [0.0005866900000000001, 0.99941324, 0.51500378], 'properties': {'magmom': -0.0}, 'label': 'C', 'xyz': [1.2229784324456736, 2.124194725133422, -12.428498903087334]}, {'species': [{'element': 'C', 'occu': 1}], 'abc': [0.9994148900000001, 0.00058518, 0.65594132], 'properties': {'magmom': 0.0}, 'label': 'C', 'xyz': [-2.457855013753047, -0.0009352487678543004, -15.831042426139026]}, {'species': [{'element': 'C', 'occu': 1}], 'abc': [0.6660864, 0.33391353, 0.65594799], 'properties': {'magmom': -0.0}, 'label': 'C', 'xyz': [-1.229760388636312, 0.7081053787139301, -15.830815392033205]}, {'species': [{'element': 'C', 'occu': 1}], 'abc': [0.33391202000000003, 0.66608805, 0.5149969], 'properties': {'magmom': 0.0}, 'label': 'C', 'xyz': [-0.005104548951637989, 1.4151608201564878, -12.428720865383344]}]}",6.597796033333334,0.000274913333333,6.598070946666667
mp-23153,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[2.301666, -4.570426, 0.0], [2.301666, 4.570426, 0.0], [0.0, 0.0, 9.832479]], 'pbc': (True, True, True), 'a': 5.117270776207959, 'b': 5.117270776207959, 'c': 9.832479, 'alpha': 90.0, 'beta': 90.0, 'gamma': 126.54036008718508, 'volume': 206.8673767379117}, 'properties': {}, 'sites': [{'species': [{'element': 'I', 'occu': 1}], 'abc': [0.658867, 0.658867, 0.122443], 'properties': {'magmom': 0.0}, 'label': 'I', 'xyz': [3.032983544844, 0.0, 1.2039182261969998]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.341132999999999, 0.341132999999999, 0.877556999999999], 'properties': {'magmom': 0.0}, 'label': 'I', 'xyz': [1.5703484551559954, 0.0, 8.62856077380299]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.841132999999999, 0.841132999999999, 0.622443], 'properties': {'magmom': 0.0}, 'label': 'I', 'xyz': [3.8720144551559956, 0.0, 6.120157726196999]}, {'species': [{'element': 'I', 'occu': 1}], 'abc': [0.158866999999999, 0.158866999999999, 0.377557], 'properties': {'magmom': 0.0}, 'label': 'I', 'xyz': [0.7313175448439955, 0.0, 3.7123212738029996]}]}",9.909754803333334,1.695673070001759,11.605427873335094
mp-1395134,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[5.069271, 0.0, 0.0], [-0.001762, 5.33312, 0.0], [-2.270186, -2.552873, 5.38611]], 'pbc': (True, True, True), 'a': 5.069271, 'b': 5.33312029107201, 'c': 6.3781726192401695, 'alpha': 113.58654686245042, 'beta': 110.8504817214627, 'gamma': 90.01892984966187, 'volume': 145.61364842539183}, 'properties': {}, 'sites': [{'species': [{'element': 'Mo', 'occu': 1}], 'abc': [0.981958, 0.463632999999999, 0.026758999999999002], 'properties': {'magmom': 1.881}, 'label': 'Mo', 'xyz': [4.916246384098002, 2.4042980963529974, 0.14412691748999465]}, {'species': [{'element': 'Mo', 'occu': 1}], 'abc': [0.53979, 0.962877, 0.02551], 'properties': {'magmom': -1.8760000000000001}, 'label': 'Mo', 'xyz': [2.6767327589559997, 5.07001479601, 0.1373996661]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.655536, 0.606637, 0.813008], 'properties': {'magmom': 0.003}, 'label': 'F', 'xyz': [1.476341360374, 1.159761745456, 4.37895051888]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.900614999999999, 0.844657999999999, 0.25071000000000004], 'properties': {'magmom': -0.004}, 'label': 'F', 'xyz': [3.994814882208995, 3.8646316831299945, 1.3503516381000003]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.292566999999999, 0.254279, 0.169869], 'properties': {'magmom': 0.006}, 'label': 'F', 'xyz': [1.097019143424995, 0.9224464368429999, 0.91493311959]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.358414, 0.75534, 0.170785], 'properties': {'magmom': -0.007}, 'label': 'F', 'xyz': [1.427853071104, 3.592326445495, 0.91986679635]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.080537, 0.334393999999999, 0.745968], 'properties': {'magmom': 0.018000000000000002}, 'label': 'F', 'xyz': [-1.2858114337489999, -0.12099823678400501, 4.01786570448]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.18949000000000002, 0.833782999999999, 0.744259], 'properties': {'magmom': -0.02}, 'label': 'F', 'xyz': [-0.7304993260299998, 2.5466660868529947, 4.00866084249]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.675858, 0.107643999999999, 0.813821], 'properties': {'magmom': -0.004}, 'label': 'F', 'xyz': [1.5783926500839995, -1.5035032884530053, 4.38332942631]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.822415, 0.344117, 0.251843], 'properties': {'magmom': 0.003}, 'label': 'F', 'xyz': [3.5967077225129995, 1.1922940601010001, 1.35645410073]}]}",2.649448046666666,2.889522866666667,5.538970913333333
mp-1402840,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[5.201433, 0.0, 0.0], [-0.042630999999999, 5.642362, 0.0], [-2.303343, -1.805838, 5.617438]], 'pbc': (True, True, True), 'a': 5.201433, 'b': 5.642523047467773, 'c': 6.334196834780002, 'alpha': 106.39978907089196, 'beta': 111.32367360567812, 'gamma': 90.43289138468822, 'volume': 164.86263710610055}, 'properties': {}, 'sites': [{'species': [{'element': 'W', 'occu': 1}], 'abc': [0.9984019999999991, 0.495903999999999, 0.998964], 'properties': {'magmom': 1.948}, 'label': 'W', 'xyz': [2.871023489989996, 0.9941027334159944, 5.611618334231999]}, {'species': [{'element': 'W', 'occu': 1}], 'abc': [0.502046, 0.998513, 0.002855], 'properties': {'magmom': 1.947}, 'label': 'W', 'xyz': [2.5622149799500007, 5.628816140216, 0.016037785489999998]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.155307, 0.164621, 0.861070999999999], 'properties': {'magmom': 0.015}, 'label': 'F', 'xyz': [-1.1825408632729975, -0.6261034576959982, 4.837012956097994]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.331543, 0.506344999999999, 0.268602], 'properties': {'magmom': 0.02}, 'label': 'F', 'xyz': [1.0842301709380004, 2.3719300884139947, 1.508855081676]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.844286, 0.828746, 0.141589], 'properties': {'magmom': 0.014}, 'label': 'F', 'xyz': [4.030038759085, 4.42039814147, 0.795367428982]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.779883999999999, 0.33440000000000003, 0.146232], 'properties': {'magmom': 0.014}, 'label': 'F', 'xyz': [3.705436113795995, 1.6227345503840003, 0.821449193616]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.677022, 0.5026200000000001, 0.726158], 'properties': {'magmom': 0.019}, 'label': 'F', 'xyz': [1.8274664331120005, 1.5246402780360004, 4.079147543204]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.595245999999999, 0.008974, 0.736718], 'properties': {'magmom': 0.019}, 'label': 'F', 'xyz': [1.3988353686499948, -1.279758803096, 4.138467688484]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.228, 0.66217, 0.861227], 'properties': {'magmom': 0.015}, 'label': 'F', 'xyz': [-0.8260034271309991, 2.1809664023140005, 4.837889276426]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.403617, 0.002877, 0.269113999999999], 'properties': {'magmom': 0.02}, 'label': 'F', 'xyz': [1.4794022856720024, -0.46974321205799824, 1.5117312099319944]}]}",2.25926184,3.155524946666666,5.414786786666667
mp-15622,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.73489424, 0.0, 0.0], [0.0, 5.45362333, -0.01549326], [0.0, 1.2779638, 9.5508504]], 'pbc': (True, True, True), 'a': 3.73489424, 'b': 5.453645337444095, 'c': 9.635970881924177, 'alpha': 82.54150532891423, 'beta': 90.0, 'gamma': 90.0, 'volume': 194.6124175622298}, 'properties': {}, 'sites': [{'species': [{'element': 'Hf', 'occu': 1}], 'abc': [0.25, 0.71519798, 0.65310952], 'properties': {'magmom': -0.0}, 'label': 'Hf', 'xyz': [0.93372356, 4.73507071329225, 6.226670572080193]}, {'species': [{'element': 'Hf', 'occu': 1}], 'abc': [0.75, 0.28480202, 0.34689048], 'properties': {'magmom': -0.0}, 'label': 'Hf', 'xyz': [2.8011706800000002, 1.9965164167077505, 3.3086865679198065]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.25, 0.10855376, 0.17766385], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [0.93372356, 0.8190592869638508, 1.6951590012103825]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.75, 0.8914462400000001, 0.82233615], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [2.8011706800000002, 5.912527843036149, 7.840198138789618]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.75, 0.76224788, 0.44796453], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [2.8011706800000002, 4.729495274635054, 4.266632505947023]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.25, 0.23775212, 0.55203547], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [0.93372356, 2.0020918553649456, 5.268724634052977]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.75, 0.46001488, 0.82112284], 'properties': {'magmom': -0.0}, 'label': 'Se', 'xyz': [2.8011706800000002, 3.558113146588343, 7.835294274723427]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.25, 0.53998512, 0.17887716], 'properties': {'magmom': -0.0}, 'label': 'Se', 'xyz': [0.93372356, 3.1734739834116574, 1.7000628652765728]}]}",9.54792843,3.488366886666666,13.036295316666669
mp-1683,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.77994874, 0.0, 0.0], [0.0, 5.43219527, -0.72503873], [0.0, -0.00080795, 9.71167099]], 'pbc': (True, True, True), 'a': 3.77994874, 'b': 5.48036737923749, 'c': 9.711671023608181, 'alpha': 97.60714111611556, 'beta': 90.0, 'gamma': 90.0, 'volume': 199.4116018231838}, 'properties': {}, 'sites': [{'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.75, 0.28554667, 0.65320919], 'properties': {'magmom': 0.0}, 'label': 'Zr', 'xyz': [2.834961555, 1.5506175097731905, 6.136720345951868]}, {'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.25, 0.71445333, 0.34679081], 'properties': {'magmom': 0.0}, 'label': 'Zr', 'xyz': [0.944987185, 3.88076981022681, 2.849911914048131]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.25, 0.11356421, 0.82422037], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [0.944987185, 0.6162370355553453, 7.922218606104213]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.75, 0.8864357900000001, 0.17577963], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [2.834961555, 4.815150284444655, 1.064413653895787]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.25, 0.54086716, 0.82161737], 'properties': {'magmom': -0.0}, 'label': 'Se', 'xyz': [0.944987185, 2.937432202496242, 7.58712793832399]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.75, 0.45913284, 0.17838263000000001], 'properties': {'magmom': -0.0}, 'label': 'Se', 'xyz': [2.834961555, 2.4939551175037584, 1.3995043216760106]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.25, 0.23775297, 0.44726858], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [0.944987185, 1.2911591884132412, 4.171345181701966]}, {'species': [{'element': 'Se', 'occu': 1}], 'abc': [0.75, 0.76224703, 0.55273142], 'properties': {'magmom': 0.0}, 'label': 'Se', 'xyz': [2.834961555, 4.14022813158676, 4.8152870782980335]}]}",9.798381139999998,3.595182446666665,13.393563586666666
mp-27684,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.5029154, 0.0, 0.0], [0.0, 7.30697249, -2.57288602], [0.0, 0.028627430000000002, 11.06492348]], 'pbc': (True, True, True), 'a': 3.5029154, 'b': 7.746714751527142, 'c': 11.064960512717779, 'alpha': 109.24963427243836, 'beta': 90.0, 'gamma': 90.0, 'volume': 283.472541059826}, 'properties': {}, 'sites': [{'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.25, 0.42843519, 0.60824604], 'properties': {'magmom': -0.0}, 'label': 'Tl', 'xyz': [0.87572885, 3.1479766680108003, 5.627880978785975]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.75, 0.57156481, 0.39175396], 'properties': {'magmom': -0.0}, 'label': 'Tl', 'xyz': [2.6271865500000002, 4.1876232519892, 2.8641564812140237]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.75, 0.07773544, 0.37211998], 'properties': {'magmom': 0.0}, 'label': 'Tl', 'xyz': [2.6271865500000002, 0.578663560257097, 3.9174746772445816]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.25, 0.92226456, 0.62788002], 'properties': {'magmom': 0.0}, 'label': 'Tl', 'xyz': [0.87572885, 6.756936359742903, 4.574562782755418]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.75, 0.30370601, 0.8459929700000001], 'properties': {'magmom': 0.0}, 'label': 'Tl', 'xyz': [2.6271865500000002, 2.243390064646832, 8.579446530348955]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.25, 0.69629399, 0.15400703000000002], 'properties': {'magmom': 0.0}, 'label': 'Tl', 'xyz': [0.87572885, 5.092209855353168, -0.0874090703489554]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.75, 0.76885748, 0.86512444], 'properties': {'magmom': 0.0}, 'label': 'Tl', 'xyz': [2.6271865500000002, 5.642786744438114, 7.594353067613421]}, {'species': [{'element': 'Tl', 'occu': 1}], 'abc': [0.25, 0.23114252000000002, 0.13487556], 'properties': {'magmom': 0.0}, 'label': 'Tl', 'xyz': [0.87572885, 1.6928131755618856, 0.8976843923865784]}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.75, 0.23174369, 0.59986841], 'properties': {'magmom': 0.0}, 'label': 'O', 'xyz': [2.6271865500000002, 1.7105174584775742, 6.041247954495052]}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.76825631, 0.40013159], 'properties': {'magmom': 0.0}, 'label': 'O', 'xyz': [0.87572885, 5.625082461522426, 2.4507895055049467]}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.75, 0.47672521, 0.17833247], 'properties': {'magmom': -0.0}, 'label': 'O', 'xyz': [2.6271865500000002, 3.488523195061125, 0.7466755063588313]}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.52327479, 0.82166753], 'properties': {'magmom': -0.0}, 'label': 'O', 'xyz': [0.87572885, 3.8470767249388746, 7.745361953641169]}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.75, 0.63714625, 0.6088955500000001], 'properties': {'magmom': 0.0}, 'label': 'O', 'xyz': [2.6271865500000002, 4.673041235591599, 5.098077988742089]}, {'species': [{'element': 'O', 'occu': 1}], 'abc': [0.25, 0.36285375000000003, 0.39110445], 'properties': {'magmom': 0.0}, 'label': 'O', 'xyz': [0.87572885, 2.662558684408401, 3.39395947125791]}]}",8.153626166666667,25.47179337333333,33.62541954
mp-9920,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.41651673, 0.0, 0.0], [0.0, 5.03311235, -0.0209394], [0.0, 1.10435565, 8.90497774]], 'pbc': (True, True, True), 'a': 3.41651673, 'b': 5.033155907201254, 'c': 8.973195080437202, 'alpha': 83.16889570160917, 'beta': 90.0, 'gamma': 90.0, 'volume': 153.2064428549375}, 'properties': {}, 'sites': [{'species': [{'element': 'Ti', 'occu': 1}], 'abc': [0.25, 0.71869031, 0.64942458], 'properties': {'magmom': 0.0}, 'label': 'Ti', 'xyz': [0.8541291825, 4.334444779258206, 5.768062484831636]}, {'species': [{'element': 'Ti', 'occu': 1}], 'abc': [0.75, 0.28130969, 0.35057542], 'properties': {'magmom': 0.0}, 'label': 'Ti', 'xyz': [2.5623875475, 1.8030232207417944, 3.1159758551683647]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.11700772, 0.18099896000000001], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.8541291825, 0.788800224697466, 1.6093416383109824]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.8829922800000001, 0.8190010400000001], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.5623875475, 5.348667775302534, 7.274696701689018]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.76053359, 0.45121338], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.5623875475, 4.326151049977433, 4.002119987835715]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.23946641000000002, 0.54878662], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.8541291825, 1.8113169500225665, 4.881918352164284]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.48080154, 0.81751569], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.5623875475, 3.3227562400881676, 7.269891325784065]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.51919846, 0.18248431], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.8541291825, 2.8147117599118325, 1.6141470142159355]}]}",10.03656027,4.5867522,14.623312470000002
mp-9921,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.65162466, 0.0, 0.0], [0.0, 5.13581838, -0.66337692], [0.0, -0.01002825, 9.19788284]], 'pbc': (True, True, True), 'a': 3.65162466, 'b': 5.1784842734466725, 'c': 9.197888306788931, 'alpha': 97.42242662781797, 'beta': 90.0, 'gamma': 90.0, 'volume': 172.4735477620155}, 'properties': {}, 'sites': [{'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.25, 0.28475845, 0.65178673], 'properties': {'magmom': 0.0}, 'label': 'Zr', 'xyz': [0.912906165, 1.4559314010951885, 5.80615579570174]}, {'species': [{'element': 'Zr', 'occu': 1}], 'abc': [0.75, 0.71524155, 0.34821327], 'properties': {'magmom': 0.0}, 'label': 'Zr', 'xyz': [2.738718495, 3.6698587289048112, 2.728350124298261]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.8742643800000001, 0.17590559], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.912906165, 4.488299046550387, 1.0379921960509662]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.12573562, 0.82409441], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [2.738718495, 0.637491083449613, 7.496513723949034]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.23786358, 0.44720625], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.738718495, 1.2171394500200379, 3.9555574837351766]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.76213642, 0.55279375], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.912906165, 3.9086506799799623, 4.578948436264824]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.52338434, 0.82381262], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [2.738718495, 2.679745514269654, 7.230130869428009]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.47661566, 0.17618738], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.912906165, 2.446044615730346, 1.304375050571992]}]}",6.697427606666667,3.206249439999999,9.903677046666669
mp-9922,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0, 'lattice': {'matrix': [[3.59888445, 0.0, 0.0], [0.0, 5.09018752, -0.66937674], [0.0, -0.01049786, 9.1690902]], 'pbc': (True, True, True), 'a': 3.59888445, 'b': 5.134011512337772, 'c': 9.169096209594521, 'alpha': 97.55719918536104, 'beta': 90.0, 'gamma': 90.0, 'volume': 167.9432437929641}, 'properties': {}, 'sites': [{'species': [{'element': 'Hf', 'occu': 1}], 'abc': [0.25, 0.28558485, 0.65135954], 'properties': {'magmom': 0.0}, 'label': 'Hf', 'xyz': [0.8997211125, 1.4468425581104873, 5.7812105190041185]}, {'species': [{'element': 'Hf', 'occu': 1}], 'abc': [0.75, 0.71441515, 0.34864046], 'properties': {'magmom': 0.0}, 'label': 'Hf', 'xyz': [2.6991633375, 3.6328471018895123, 2.7185029409958807]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.8757290400000001, 0.17818478000000001], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.8997211125, 4.45575447143501, 1.0475996701686263]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.12427096, 0.82181422], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.6991633375, 0.62393519906285, 7.452104620741173]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.23770236, 0.44809899000000003], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [2.6991633375, 1.2052455058833857, 3.9495476270117913]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.76229764, 0.55190101], 'properties': {'magmom': 0.0}, 'label': 'S', 'xyz': [0.8997211125, 3.8744441541166137, 4.550165832988208]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.75, 0.52715722, 0.82195145], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [2.6991633375, 2.6747003710729973, 7.183680203679727]}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.25, 0.47284278, 0.17804855], 'properties': {'magmom': -0.0}, 'label': 'S', 'xyz': [0.8997211125, 2.404989288927003, 1.3160332563202726]}]}",6.466551876666666,3.135378263333333,9.60193014
